mean_10_reward,std_10_reward,mean_100_reward,std_100_reward,mean_100_eval_score,std_100_eval_score,lst_100_exp_rat,mean_100_exp_rat,std_100_exp_rat
-137.0,0.0,-137.0,0.0,-63.0,0.0,[0.24915693],0.2491569304930407,0.0
-84.5,52.5,-84.5,52.5,-47.5,15.5,[0.24915693 0.25355062],0.25135377494386374,0.002196844450823063
-67.0,49.49747468305833,-67.0,49.49747468305833,-44.0,13.589211407093005,[0.24915693 0.25355062 0.25326442],0.25199065741800086,0.0020071511151714743
-71.25,43.49353400219393,-71.25,43.49353400219393,-34.5,20.22992832414391,[0.24915693 0.25355062 0.25326442 0.26209323],0.25451629951809274,0.004707238654733792
-63.4,41.950446958286385,-63.4,41.950446958286385,-33.0,18.3412104289766,[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305],0.2551256505416242,0.004383116617386702
-62.5,38.34818552856619,-62.5,38.34818552856619,-34.5,17.075811352124187,[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847],0.25290612109159816,0.006375054062438034
-56.714285714285715,38.227567785245114,-56.714285714285715,38.227567785245114,-46.714285714285715,33.83875329396454,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162]",0.25227547782777016,0.00610095712274411
-61.375,37.82504957035747,-61.375,37.82504957035747,-41.0,35.078483433580764,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088]",0.2513724035535706,0.006186903110596983
-55.22222222222222,39.68144760402041,-55.22222222222222,39.68144760402041,-49.77777777777778,41.35423605274523,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797]",0.2508430219345271,0.00602217931665158
-59.1,39.40164971165548,-59.1,39.40164971165548,-48.5,39.41890409435554,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886]",0.25156760567185693,0.006112705921385477
-48.1,30.458003874187163,-56.18181818181818,38.684782495113176,-41.36363636363637,43.83911231531771,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616 ]",0.25137615049545103,0.005859598156532255
-46.5,31.65833223655346,-52.833333333333336,38.6670258604006,-38.416666666666664,43.09574289364967,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556 ]",0.25222443827568436,0.006276078665487749
-38.2,43.16202034196267,-44.84615384615385,46.32136266403714,-33.92307692307692,44.23444800754887,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953]",0.2516979066934326,0.006299686805973354
-24.7,47.60892773419708,-38.0,51.007002320409754,-34.142857142857146,42.63274586990807,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823]",0.25101150140216555,0.006555632283113852
-22.6,47.70366862202529,-36.2,49.73556742077712,-30.866666666666667,42.97265280255443,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728]",0.25030255330555345,0.0068664205115161634
-14.8,47.65459054487825,-32.6875,50.04088172434614,-29.0,42.23150482755735,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782]",0.24894850763661375,0.008467738339103503
-7.0,52.02114954516095,-27.470588235294116,52.84173667611708,-26.11764705882353,42.56190281148454,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874]",0.24697499196116207,0.011393025013405248
1.8,43.26615305293504,-26.27777777777778,51.587902926898096,-26.444444444444443,41.38467540074093,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665]",0.24476341758248704,0.014343566229752457
7.5,45.55710701965172,-22.210526315789473,53.09433406917641,-28.105263157894736,40.89253533327788,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528]",0.24255456846259052,0.016814631779869384
21.5,31.582431825304397,-18.8,53.84291968309297,-25.7,41.21298339115963,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365]",0.24090852273724464,0.017890643193206407
23.1,29.415812074460906,-18.428571428571427,52.57155797085524,-23.761904761904763,41.14307760082029,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369]",0.23965448296794126,0.018338095774578816
24.1,28.215066896961275,-17.863636363636363,51.42805694679038,-24.363636363636363,40.29160238983423,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025]",0.23873474491390276,0.018405551343977748
17.9,28.433958570695005,-17.565217391304348,50.317104090787815,-23.782608695652176,39.50008973213708,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025 0.2289286 ]",0.23830839068114915,0.018111724138934467
14.8,26.263282353887146,-16.0,49.82636517614612,-22.833333333333332,38.93548795407889,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025 0.2289286  0.21372966]",0.2372842767303205,0.018398072203897033
12.2,29.744915531902254,-16.84,48.99279947094267,-21.12,39.06130566174152,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025 0.2289286  0.21372966
 0.19796299]",0.23571142535611447,0.01960413663172187
21.5,42.523522902036234,-11.846153846153847,54.142754545945344,-20.73076923076923,38.352171428153035,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025 0.2289286  0.21372966
 0.19796299 0.19052609]",0.2339735280023369,0.021096154420664977
24.1,45.26024745844857,-8.37037037037037,56.00869519012082,-18.25925925925926,39.68915570949809,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025 0.2289286  0.21372966
 0.19796299 0.19052609 0.20137513]",0.23276617986875114,0.021597787142184983
20.5,48.804200638879436,-9.571428571428571,55.35239610985274,-17.821428571428573,39.04032125474212,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025 0.2289286  0.21372966
 0.19796299 0.19052609 0.20137513 0.19448782]",0.23139909569609576,0.022366622071588
13.8,48.75612781999818,-9.793103448275861,54.4023194931124,-15.620689655172415,40.089910841114545,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025 0.2289286  0.21372966
 0.19796299 0.19052609 0.20137513 0.19448782 0.1774373 ]",0.2295383442801943,0.024082406896848388
13.8,48.756127819998184,-7.933333333333334,54.41748085148946,-15.3,39.45389714590942,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025 0.2289286  0.21372966
 0.19796299 0.19052609 0.20137513 0.19448782 0.1774373  0.17590183]",0.22775046032171672,0.025560312732195833
16.9,48.06131500489765,-7.032258064516129,53.75961061625002,-14.0,39.460065562458816,"[0.24915693 0.25355062 0.25326442 0.26209323 0.25756305 0.24180847
 0.24849162 0.24505088 0.24660797 0.25808886 0.2494616  0.2615556
 0.24537953 0.24208823 0.24037728 0.22863782 0.21539874 0.20716665
 0.20279528 0.20963365 0.21457369 0.21942025 0.2289286  0.21372966
 0.19796299 0.19052609 0.20137513 0.19448782 0.1774373  0.17590183
 0.18172771]",0.22626585547439945,0.026426804301339413
